username,track_name,artist,rank,playcount
killdevilhillx,Darkside of Aquarius - 2001 Remaster,Bruce Dickinson,8,3
killdevilhillx,Faith,Bruce Dickinson,9,3
killdevilhillx,Jerusalem - 2001 Remaster,Bruce Dickinson,10,3
Randwarblob,X6,Luchii,1,40
Randwarblob,Place,Destroy Lonely,2,12
Randwarblob,Moonlight,XXXTENTACION,3,10
Randwarblob,t h e . c l i m b . b a c k,J. Cole,4,9
Randwarblob,Block is Hot,Lil Uzi Vert,5,9
Randwarblob,Liverpool Street In The Rain,Mall Grab,6,7
Randwarblob,The London (feat. J. Cole & Travis Scott),Young Thug,7,5
Randwarblob,Princess Daisy,Yung Lean,8,5
Randwarblob,Purple Haze,A$AP ANT,9,4
Randwarblob,Lion King On Ice,J. Cole,10,4
woonerbugs04,I've No More Fucks To Give,Thomas Benjamin Wild Esq,1,5
woonerbugs04,Tout Petit Moineau,Igorrr,2,4
woonerbugs04,Liar,Brutus,3,3
woonerbugs04,The Giver,Chappell Roan,4,3
woonerbugs04,Jimmy Savile and the Sexy Kids,Kunt and the Gang,5,3
woonerbugs04,Witness (1 Hope),Roots Manuva,6,3
woonerbugs04,One Hand Killing,Twelve Foot Ninja,7,3
woonerbugs04,Never There,Cake,8,2
woonerbugs04,Five Years,Easy Star All-Stars,9,2
woonerbugs04,Moonage Daydream,Easy Star All-Stars,10,2
Brand0n_Fl0wers,D4L,Future,1,3
Brand0n_Fl0wers,GJS,Mineral,2,3
Brand0n_Fl0wers,Still Ill - 2011 Remaster,The Smiths,3,3
Brand0n_Fl0wers,Like a Rolling Stone,Bob Dylan,4,2
Brand0n_Fl0wers,Have You Ever Seen the Rain,Creedence Clearwater Revival,5,2
Brand0n_Fl0wers,"Farewell Speech - Live, 2023 Remaster",David Bowie,6,2
Brand0n_Fl0wers,"Round And Round (feat. Jeff Beck) - Live, 2023 Remaster",David Bowie,7,2
Brand0n_Fl0wers,Song for All the Young Casanovas and Casanovettes,I Hate Myself,8,2
Brand0n_Fl0wers,Parking Lot,Mineral,9,2
Brand0n_Fl0wers,All You Need Is Me,Morrissey,10,2
IhaveRevolver,Cigarettes And Chocolate Milk,Rufus Wainwright,1,2
IhaveRevolver,Greek Song,Rufus Wainwright,2,2
IhaveRevolver,Shadows,Rufus Wainwright,3,2
IhaveRevolver,Days - 2003 Remaster,Television,4,2
IhaveRevolver,Dreams Tonite,Alvvays,5,1
IhaveRevolver,Re:Re: (Single ver.),ASIAN KUNG-FU GENERATION,6,1
IhaveRevolver,Down the Line,Beach Fossils,7,1
IhaveRevolver,Nausicaä (Love Will Be Revealed),Cameron Winter,8,1
IhaveRevolver,Moonshake,Can,9,1
IhaveRevolver,Vitamin C,Can,10,1
strawtheberry,Brighter Than Sunshine,Aqualung,1,1
strawtheberry,Bad Moon Rising,Creedence Clearwater Revival,2,1
strawtheberry,Proud Mary,Creedence Clearwater Revival,3,1
strawtheberry,Season of the Witch,Donovan,4,1
strawtheberry,One Dance,Drake,5,1
strawtheberry,Too Much Is Never Enough,Florence + the Machine,6,1
strawtheberry,Love X Love,George Benson,7,1
strawtheberry,Everytime You Go Away,Hall & Oates,8,1
strawtheberry,夜空のイヤリング,Junko Yagami,9,1
strawtheberry,愛你但說不出口,Karencici,10,1
emergents,Love Me,Elvis Presley,1,18
emergents,Headphones On,Addison Rae,2,14
emergents,Ethereal World Plaza,Quest Master,3,7
emergents,Terror Nights,Raven Underground,4,7
emergents,Yarilo,Arkona,5,6
emergents,Заклятье,Arkona,6,6
emergents,Give,Audioslave,7,6
emergents,MESSAGE TO MYSELF,Bladee,8,6
emergents,Way Down,Elvis Presley,9,6
emergents,Without You,Lana Del Rey,10,6
cavifax,Pay TV (Original Version),Laurent Garnier,1,3
cavifax,Abracadabra (Gesaffelstein Remix),Lady Gaga,2,2
cavifax,Bourre Pif (avant Bath Time!),Laurent Garnier,3,2
cavifax,San Diego VIP,Skrillex,4,2
cavifax,Voltage,Skrillex,5,2
cavifax,DNB TING,Skrillex & Majestic,6,2
cavifax,Do Things My Own Way,Sparks,7,2
cavifax,Snooprah,The Chemical Brothers,8,2
cavifax,The Salmon Dance (Crookers 'Wow' Mix),The Chemical Brothers,9,2
cavifax,Beat Maquinario,Adame DJ,10,1
dabidalba31,Bored to Death,blink-182,1,2
dabidalba31,GLBTM (Studio Outtakes),Daft Punk,2,2
dabidalba31,Horizon (Japan CD),Daft Punk,3,2
dabidalba31,Ingrid Is A Hybrid,Dusky,4,2
dabidalba31,Auckland Sunrise,Fred V & Grafix,5,2
dabidalba31,Constellations - Forza Horizon 3 VIP,Fred V & Grafix,6,2
dabidalba31,Sobre las olas,Juventino Rosas,7,2
dabidalba31,Nocturne,Keeno,8,2
dabidalba31,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Presto - ""O Freunde, nicht diese Töne!"" (Ode to Joy)",Ludwig van Beethoven,9,2
dabidalba31,Show Me A Sign,Modestep,10,2
ThinWhiteAxe,Come Undone,Duran Duran,1,3
ThinWhiteAxe,Winter Marches On,Duran Duran,2,3
ThinWhiteAxe,The Caterpillar,The Cure,3,3
ThinWhiteAxe,Aladdin Sane,David Bowie,4,2
ThinWhiteAxe,Hallucinating Elvis,Duran Duran,5,2
ThinWhiteAxe,Lady Xanax,Duran Duran,6,2
ThinWhiteAxe,Mars Meets Venus,Duran Duran,7,2
ThinWhiteAxe,Medazzaland,Duran Duran,8,2
ThinWhiteAxe,Notorious,Duran Duran,9,2
ThinWhiteAxe,Out of My Mind,Duran Duran,10,2
vixenmutt,The 1,Jane Remover,1,41
vixenmutt,TWICE REMOVED,Jane Remover,2,30
vixenmutt,Psychoboost feat danny brown,Jane Remover,3,22
vixenmutt,Headphones On,Addison Rae,4,20
vixenmutt,Star people,Jane Remover,5,17
vixenmutt,TURN UP OR DIE,Jane Remover,6,17
vixenmutt,Dreamflasher,Jane Remover,7,16
vixenmutt,Professional Vengeance,Jane Remover,8,14
vixenmutt,angels in camo,Jane Remover,9,13
vixenmutt,Fadeoutz,Jane Remover,10,12
scruffyote,The 1,Jane Remover,1,41
scruffyote,TWICE REMOVED,Jane Remover,2,30
scruffyote,Psychoboost feat danny brown,Jane Remover,3,22
scruffyote,Headphones On,Addison Rae,4,20
scruffyote,Star people,Jane Remover,5,17
scruffyote,TURN UP OR DIE,Jane Remover,6,17
scruffyote,Dreamflasher,Jane Remover,7,16
scruffyote,Professional Vengeance,Jane Remover,8,14
scruffyote,angels in camo,Jane Remover,9,13
scruffyote,Fadeoutz,Jane Remover,10,12
Biggie_M,Mt Saint Michel + Saint Michaels Mount,Aphex Twin,1,6
Biggie_M,BITTEN TWICE,Machine Girl,2,5
Biggie_M,SAD CLAPS,Machine Girl,3,5
Biggie_M,...BECAUSE I'M YOUNG ARROGANT AND HATE EVERYTHING YOU STAND FOR,Machine Girl,4,4
Biggie_M,Childlike Things,FKA twigs,5,3
Biggie_M,ATHOTH A GO!! GO!!,Machine Girl,6,3
Biggie_M,DUMBASS!!,Machine Girl,7,3
Biggie_M,IT TAKES A NATION OF MILLENIALS TO DESTROY A NATION OF MILLIONS…,Machine Girl,8,3
Biggie_M,NINE MINUTES AND FORTY THREE SECONDS,Machine Girl,9,3
Biggie_M,IDUMEA,Reverend Kristin Michael Hayter,10,3
yungsechs,Anne Bonny,Death Grips,1,12
yungsechs,Big House,Death Grips,2,11
yungsechs,Birds,Death Grips,3,11
yungsechs,Feels Like a Wheel,Death Grips,4,11
yungsechs,Government Plates,Death Grips,5,11
yungsechs,I'm Overflow,Death Grips,6,11
yungsechs,This Is Violence Now (Don't Get Me Wrong),Death Grips,7,11
yungsechs,Two Heavens,Death Grips,8,11
yungsechs,You Might Think He Loves You for Your Money But I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,Death Grips,9,11
yungsechs,THE END,William Crooks,10,11
benjibungle,Warm Ride,Graham Bonnet,1,7
benjibungle,Frank,The Lemon Twigs,2,6
benjibungle,Passion,18 Carat Affair,3,5
benjibungle,Sunset,18 Carat Affair,4,5
benjibungle,How Lucky Am I?,The Lemon Twigs,5,5
benjibungle,Light And Love,The Lemon Twigs,6,5
benjibungle,China Doll,18 Carat Affair,7,4
benjibungle,Death Became Her,18 Carat Affair,8,4
benjibungle,It Takes 2 Honey,18 Carat Affair,9,4
benjibungle,New Jack City II,18 Carat Affair,10,4
etoby50,Deadstick,King Gizzard & The Lizard Wizard,1,3
etoby50,Phantom Island,King Gizzard & The Lizard Wizard,2,2
nyancrimew,Courtship Dating,Crystal Castles,1,2
nyancrimew,Crush,Ethel Cain,2,2
nyancrimew,God's Country (feat. Wicca Phase Springs Eternal),Ethel Cain,3,2
nyancrimew,Head in the Wall,Ethel Cain,4,2
nyancrimew,Inbred,Ethel Cain,5,2
nyancrimew,Michelle Pfeiffer (feat. lil aaron),Ethel Cain,6,2
nyancrimew,Two-Headed Mother,Ethel Cain,7,2
nyancrimew,Unpunishable,Ethel Cain,8,2
nyancrimew,Tris,Lanark Artefax,9,2
nyancrimew,MEIANOITE,Yandrel,10,2
tonyzaret,Mr Magic (Through the Smoke),Amy Winehouse,1,2
tonyzaret,Your Life's Retribution,Atheist,2,2
tonyzaret,Kurt Russell,Gama Bomb,3,2
tonyzaret,Arrival in Utopia,Hawkwind,4,2
tonyzaret,I'm a Man,Jeff Beck,5,2
tonyzaret,Esclavo Triste,Marc Ribot,6,2
tonyzaret,Sometime I Wonder,Otis Spann's South Side Piano,7,2
tonyzaret,African Cookbook,Randy Weston,8,2
tonyzaret,About to Begin - 2007 Remaster,Robin Trower,9,2
tonyzaret,Torture,Sadus,10,2
skippedrecord,Besties,"Black Country, New Road",1,3
skippedrecord,Socks,"Black Country, New Road",2,3
skippedrecord,The Big Spin,"Black Country, New Road",3,3
skippedrecord,Up to Me,Bob Dylan,4,3
skippedrecord,Sigma Oasis,Phish,5,3
skippedrecord,Tick,Ween,6,3
skippedrecord,You Fucked Up,Ween,7,3
skippedrecord,Salem Sisters,"Black Country, New Road",8,2
skippedrecord,Isis,Bob Dylan,9,2
skippedrecord,Things Have Changed,Bob Dylan,10,2
DaBarkeLord,Self-Portrait in Three Colors,Charles Mingus,1,3
DaBarkeLord,Universal Nation - The Anthem Mix Cut,Push,2,3
DaBarkeLord,Mirror - Mix Cut,Straydog,3,3
DaBarkeLord,Wouldn't It Be Nice,The Beach Boys,4,3
DaBarkeLord,El Nino - Mix Cut,Agnelli & Nelson,5,2
DaBarkeLord,Bird Calls,Charles Mingus,6,2
DaBarkeLord,Boogie Stop Shuffle,Charles Mingus,7,2
DaBarkeLord,Open Letter to Duke,Charles Mingus,8,2
DaBarkeLord,Out Of Darkness - Mix Cut,Fire & Ice,9,2
DaBarkeLord,Mecaru,gamelan cudamani,10,2
abysskiss,Kill Yourself If You Have Tinder,Febuary,1,89
abysskiss,Afterthought,Fugazi,2,65
abysskiss,Style,2hollis,3,27
abysskiss,Allergies,Birthday Girl DC,4,17
abysskiss,Run the Bath,Birthday Girl DC,5,13
abysskiss,Come Back - Buddha Remastered 2001,The Five Stairsteps,6,12
abysskiss,airbnb,Ian,7,10
abysskiss,hang 10,akoge,8,7
abysskiss,I'd Like Your Hair Long,Hum,9,7
abysskiss,Honey Water,Japanese Breakfast,10,7
blockpasta2,Gone Hollywood - 2010 Remastered,Supertramp,1,6
blockpasta2,The Logical Song - Remastered 2010,Supertramp,2,6
blockpasta2,Breakfast In America - 2010 Remastered,Supertramp,3,3
blockpasta2,Lady Day and John Coltrane,Gil Scott-Heron,4,2
blockpasta2,Golden Fleece,Hermit and the Recluse,5,2
blockpasta2,The Punishment of Sisyphus,Hermit and the Recluse,6,2
blockpasta2,Diddy Bop,Noname,7,2
blockpasta2,Black Twitter,Quelle Chris,8,2
blockpasta2,Fifoalsa / Credits,Quelle Chris,9,2
blockpasta2,Graphic Bleed Outs,Quelle Chris,10,2
skudge666,MAGIC,Baauer,1,49
skudge666,MSMSMSM,Sophie,2,23
skudge666,Ecdysis,Flume,3,15
skudge666,MUD,Flume,4,12
skudge666,PLANET'S MAD,Baauer,5,5
skudge666,Throatzillaaa,Slayyyter,6,4
skudge666,Planck,Baauer,7,3
skudge666,WOBBLY MASH,Boxxy,8,3
skudge666,Amber,Flume,9,3
skudge666,IT BOY,bbno$,10,2
slut4frankiero,Operator (A Girl Like Me),Shiloh,1,11
slut4frankiero,CUNTISSIMO,Marina,2,7
slut4frankiero,check,bbno$,3,4
slut4frankiero,two,bbno$,4,4
slut4frankiero,PUNK TACTICS,Joey Valence & Brae,5,4
slut4frankiero,Sister Cities,The Wonder Years,6,4
slut4frankiero,Tek It,Cafuné,7,3
slut4frankiero,One of Us,Creeper,8,3
slut4frankiero,Time to Dance,Panic! at the Disco,9,3
slut4frankiero,Busy Woman,Sabrina Carpenter,10,3
LordKuni,Rosa Parks,OutKast,1,4
LordKuni,Skew It on the Bar-B (feat. Raekwon),OutKast,2,4
LordKuni,#3,Aphex Twin,3,3
LordKuni,A Quick One Before the Eternal Worm Devours Connecticut,Have a Nice Life,4,3
LordKuni,Bloodhail,Have a Nice Life,5,3
LordKuni,The Big Gloom,Have a Nice Life,6,3
LordKuni,Jo Näkyvi Pohjan Portit,Havukruunu,7,3
LordKuni,Aquemini,OutKast,8,3
LordKuni,Deer God,Sematary,9,3
LordKuni,Nazgul,Sematary,10,3
subinterval,Little Room,The White Stripes,1,3
subinterval,Nasty,Apollo Brown,2,2
subinterval,Summertime,Ella Fitzgerald,3,2
subinterval,Dory,Grizzly Bear,4,2
subinterval,DDFH,Run the Jewels,5,2
subinterval,No Come Down,Run the Jewels,6,2
subinterval,Aluminum,The White Stripes,7,2
subinterval,Ball and Biscuit,The White Stripes,8,2
subinterval,Black Math,The White Stripes,9,2
subinterval,Dead Leaves and the Dirty Ground,The White Stripes,10,2
Fatumbii,Links,The Chameleon,1,6
Fatumbii,Acrid Avid Jam Shred,Aphex Twin,2,3
Fatumbii,Alberto Balsalm,Aphex Twin,3,3
Fatumbii,Cow Cud is a Twin,Aphex Twin,4,3
Fatumbii,Next Heap With,Aphex Twin,5,3
Fatumbii,Be Faithful,Fatman Scoop,6,3
Fatumbii,Formation,Foans,7,3
Fatumbii,Tune Out,Foans,8,3
Fatumbii,Work It Out,Foans,9,3
Fatumbii,in da mercedes (2ukko),Lil Oba G,10,3
glossangel,OTVK,MikeSGz,1,30
glossangel,ski mask on (og),DJ SORROW EXCLUSIVES,2,17
glossangel,He Jacked It,Dudeylo,3,15
glossangel,ReAhp,Marjorie -W.C. Sinclair,4,14
glossangel,Cap Flow,DooWop,5,11
glossangel,I'm Next,Jace!,6,11
glossangel,Less Than 24 Hours,Sha EK,7,7
glossangel,O Block,Sugarhill Keem,8,7
glossangel,fall on,Adamn Killa,9,6
glossangel,i need my gun,SkinnyBoi Cj,10,5
ScootyMyBooty,funee hat SONG,KevinKempt,1,14
ScootyMyBooty,Skiptracing (Reprise),Mild High Club,2,13
ScootyMyBooty,Femininomenon,Chappell Roan,3,10
ScootyMyBooty,Von dutch,Charli XCX,4,9
ScootyMyBooty,Ceiling Zero,Mild High Club,5,8
ScootyMyBooty,The Brightest Days,Origami Angel,6,4
ScootyMyBooty,Sit Down. Stand Up,Radiohead,7,4
ScootyMyBooty,Where I End and You Begin,Radiohead,8,4
ScootyMyBooty,Lovefool,Billy Cobb,9,3
ScootyMyBooty,Lifeforce (Potion Quest),DJ Rozwell,10,3
bitth-_-,Breathe on Me,Britney Spears,1,15
bitth-_-,Gimme More,Britney Spears,2,5
bitth-_-,Toxic,Britney Spears,3,4
bitth-_-,Lazy Calm,Cocteau Twins,4,3
bitth-_-,Da Funk,Daft Punk,5,3
bitth-_-,Helpless Automaton,Men at Work,6,3
bitth-_-,Blue Monday,New Order,7,3
bitth-_-,Impossible,Röyksopp,8,3
bitth-_-,A-Punk,Vampire Weekend,9,3
bitth-_-,Coc'n Rolla (Ljublijana By Night),Begnagrad,10,2
holywavez,Puddle Splashers,Cap'n Jazz,1,10
holywavez,I Hope You're Unhappy,Farside,2,9
holywavez,House Full Of Time,Guitar Michael Lückner,3,8
holywavez,Bruce Loves Big Star,PEE,4,7
holywavez,I've Been Tired,Pixies,5,7
holywavez,Used for Glue,Rival Schools,6,7
holywavez,Boilermaker,The Jesus Lizard,7,7
holywavez,Bomb,J Church,8,6
holywavez,Tame,Pixies,9,6
holywavez,First Day Back,Braid,10,5
TheDeadGuy27,Gélida Expiración,Carlos Viola,1,11
TheDeadGuy27,視界の幅,Bleach,2,5
TheDeadGuy27,Mouth Breather,The Jesus Lizard,3,5
TheDeadGuy27,Nub,The Jesus Lizard,4,5
TheDeadGuy27,Seasick,The Jesus Lizard,5,5
TheDeadGuy27,Then Comes Dudley,The Jesus Lizard,6,5
TheDeadGuy27,epitafio,AKRIILA,7,4
TheDeadGuy27,Karpis,The Jesus Lizard,8,4
TheDeadGuy27,Lady Shoes,The Jesus Lizard,9,4
TheDeadGuy27,Monkey Trick,The Jesus Lizard,10,4
beachdoggo,Down For The Count,Count Basie,1,7
beachdoggo,I'm Your Hoochie Coochie Man,Muddy Waters,2,6
beachdoggo,Bo Diddley,Bo Diddley,3,4
beachdoggo,St. Louis Blues,Count Basie,4,3
beachdoggo,Dust My Broom,Elmore James,5,3
beachdoggo,Every Day I Have the Blues (Final Take),Elmore James,6,3
beachdoggo,It Hurts Me Too,Elmore James,7,3
beachdoggo,That's Life,Frank Sinatra,8,3
beachdoggo,Sophisticated Lady - 2004 Remaster,Johnny Smith,9,3
beachdoggo,There Will Never Be Another You,Johnny Smith,10,3
JQBX-Pizza-Beer,Deadstick,King Gizzard & The Lizard Wizard,1,5
JQBX-Pizza-Beer,Drink With You,Brett Young,2,2
JQBX-Pizza-Beer,Travelin',Buddy Guy,3,2
JQBX-Pizza-Beer,Gethsemane,Car Seat Headrest,4,2
JQBX-Pizza-Beer,I Am The Cosmos - Single Version,Chris Bell,5,2
JQBX-Pizza-Beer,Before You I Just Forget,Fontaines D.C.,6,2
JQBX-Pizza-Beer,Light As a Feather,Goat,7,2
JQBX-Pizza-Beer,Smash It Like Belushi,Green Day,8,2
JQBX-Pizza-Beer,In Moonlight,Jerry Cantrell,9,2
JQBX-Pizza-Beer,How We See The Light,John Cale,10,2
babypiss02,Nocturne,Secret Garden,1,4
babypiss02,Caribbean Blue - 2009 Remaster,Enya,2,2
babypiss02,The Celts - 2009 Remaster,Enya,3,2
babypiss02,Ciao Amore Mío,Jeanette,4,2
babypiss02,Natural Science,Rush,5,2
babypiss02,Cities in Dust (single version),Siouxsie and the Banshees,6,2
babypiss02,Hong Kong Garden,Siouxsie and the Banshees,7,2
babypiss02,Spellbound,Siouxsie and the Banshees,8,2
babypiss02,Fire of Unknown Origin,Blue Öyster Cult,9,1
babypiss02,Demoliendo Hoteles,Charly García,10,1
Berzel1us,Bound,Do Make Say Think,1,2
Berzel1us,Everywhere All At Once,Post Animal,2,2
Berzel1us,Bully Ball,Surprise Chef,3,2
Berzel1us,Lam San Disco,The Paradise Bangkok Molam International Band,4,2
Berzel1us,Chan Chan,13th Ward Social Club,5,1
Berzel1us,Melody Nelson - Instrumental,13th Ward Social Club,6,1
Berzel1us,photon,Abunai,7,1
Berzel1us,Intentions,Acopia,8,1
Berzel1us,"La ville, Pt. 2",Ahmed Malek,9,1
Berzel1us,Tape 27 Track 5,Ahmed Malek,10,1
Sugarpaw,Into Infinite Obscurity,Dissection,1,8
Sugarpaw,862,My Skin Is Multicam,2,8
Sugarpaw,882,My Skin Is Multicam,3,8
Sugarpaw,Chernozem,My Skin Is Multicam,4,8
Sugarpaw,Intro,My Skin Is Multicam,5,8
Sugarpaw,Terrorist State,My Skin Is Multicam,6,8
Sugarpaw,The Time Has Come,My Skin Is Multicam,7,8
Sugarpaw,1237,My Skin Is Multicam,8,7
Sugarpaw,1478,My Skin Is Multicam,9,7
Sugarpaw,1570,My Skin Is Multicam,10,7
jackpaint55,Blue Strips,Jessie Murph,1,53
jackpaint55,Kill The President,The Arrogant Sons of Bitches,2,5
jackpaint55,Guiness World Record For The Longest Night Ever,The Arrogant Sons of Bitches,3,4
jackpaint55,"""Yeah, I Don't Know What It's Like To Be Around A Bunch Of Hipsters""",The Arrogant Sons of Bitches,4,3
jackpaint55,(I Must Be A Proctologist Because) All I Do is Deal With Assholes,The Arrogant Sons of Bitches,5,3
jackpaint55,1-800-ALARM-ME,The Arrogant Sons of Bitches,6,3
jackpaint55,Abandon Ship,The Arrogant Sons of Bitches,7,3
jackpaint55,"Built to Fail, Motherfucker",The Arrogant Sons of Bitches,8,3
jackpaint55,Disappointment At The Taco Bell,The Arrogant Sons of Bitches,9,3
jackpaint55,Have Fun Rotting By Yourself,The Arrogant Sons of Bitches,10,3
melloncollie78,"Cassius, -",Fleet Foxes,1,4
melloncollie78,Dumb,George Clanton,2,4
melloncollie78,Most Likely You Go Your Way (And I'll Go Mine),Bob Dylan,3,3
melloncollie78,I Am All That I Need / Arroyo Seco / Thumbprint Scar,Fleet Foxes,4,3
melloncollie78,I Should See Memphis,Fleet Foxes,5,3
melloncollie78,Third of May / Ōdaigahara,Fleet Foxes,6,3
melloncollie78,Greycedes,Jessica Pratt,7,3
melloncollie78,Perfect Lives: The Park (Privacy Rules),Robert Ashley,8,3
melloncollie78,Look Out Cleveland,The Band,9,3
melloncollie78,When You Awake,The Band,10,3
gat0rgirl13,Peaches,Your Smith,1,23
gat0rgirl13,Change of Heart,Your Smith,2,21
gat0rgirl13,Hey There’s My Girl,Your Smith,3,21
gat0rgirl13,Peripheral Lover,Gordi,4,17
gat0rgirl13,Bluebird,Lana Del Rey,5,13
gat0rgirl13,Touching Yourself,The Japanese House,6,13
gat0rgirl13,Headphones On,Addison Rae,7,10
gat0rgirl13,The Worry List,Blue October,8,8
gat0rgirl13,Sugar in the Tank,Julien Baker,9,8
gat0rgirl13,The Only Marble I've Got Left,Julien Baker,10,8
Rekser,Sports car,Tate McRae,1,5
Rekser,Alone With You,Alina Baraz,2,3
Rekser,Telephone (feat. Beyoncé),Lady Gaga,3,3
Rekser,Kant,Miriana Conte,4,3
Rekser,Ngeluwihi,Tiara Andini,5,3
Rekser,Doar Cu Tine,Activ,6,2
Rekser,Fairytale,Alexander Rybak,7,2
Rekser,Electric (feat. Khalid),Alina Baraz,8,2
Rekser,Floating (feat. Khalid),Alina Baraz,9,2
Rekser,If You Let Me,Alina Baraz,10,2
terententen,Year of the Snake,Arcade Fire,1,4
terententen,It's Amazing to Be Young,Fontaines D.C.,2,4
terententen,Deadstick,King Gizzard & The Lizard Wizard,3,4
terententen,Talk,Lucy Dacus,4,4
terententen,Spike Island,Pulp,5,4
terententen,catch these fists,Wet Leg,6,4
terententen,Get back to me,Wisp,7,4
terententen,Beaches,beabadoobee,8,3
terententen,Tek It,Cafuné,9,3
terententen,Charlie's Garden,Djo,10,3
lucyd4cus,SMH,Jae Stephens,1,30
lucyd4cus,Body Favors,Jae Stephens,2,10
lucyd4cus,Lovers Rock,TV Girl,3,9
lucyd4cus,WET,Jae Stephens,4,8
lucyd4cus,"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",Kendrick Lamar,5,8
lucyd4cus,Bleed (feat. Omar Apollo),Malcolm Todd,6,8
lucyd4cus,30 For 30 (with Kendrick Lamar),SZA,7,8
lucyd4cus,Right My Wrongs,Bryson Tiller,8,7
lucyd4cus,Bad Religion,Frank Ocean,9,7
lucyd4cus,PDA,Jae Stephens,10,7
Wach_era,Loyal Like Sid & Nancy,Foster the People,1,6
Wach_era,Harden the Paint,Foster the People,2,5
Wach_era,III,Foster the People,3,5
Wach_era,Lotus Eater,Foster the People,4,4
Wach_era,Orange Dream,Foster the People,5,4
Wach_era,Static Space Lover,Foster the People,6,4
Wach_era,Time to Get Closer,Foster the People,7,4
Wach_era,Drive,"Now, Now",8,4
Wach_era,Bed Chem,Sabrina Carpenter,9,4
Wach_era,Take Me Away (Into The Night) - Vocal Radio Mix,4 Strings,10,3
HeyCrabman256,Ten Speed (of God's Blood & Burial),Coheed and Cambria,1,3
HeyCrabman256,Clearest Blue,CHVRCHES,2,2
HeyCrabman256,The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! at the Disco,3,2
HeyCrabman256,The Iliad,Tapes 'n Tapes,4,2
HeyCrabman256,Hate It Or Love It - G-Unit Remix,50 Cent,5,1
HeyCrabman256,Electric Relaxation,A Tribe Called Quest,6,1
HeyCrabman256,I Left My Wallet in El Segundo,A Tribe Called Quest,7,1
HeyCrabman256,Sucka Nigga,A Tribe Called Quest,8,1
HeyCrabman256,GfC,"Albert Hammond, Jr.",9,1
HeyCrabman256,"Your Drums, Your Love",AlunaGeorge,10,1
carlydrainjepsn,El Amar y el Querer,José José,1,9
carlydrainjepsn,Lo Dudo,José José,2,9
carlydrainjepsn,Me Vas A Echar De Menos,José José,3,9
carlydrainjepsn,Almohada,José José,4,8
carlydrainjepsn,Gavilán O Paloma,José José,5,7
carlydrainjepsn,La Nave Del Olvido,José José,6,7
carlydrainjepsn,Vamos a Darnos Tiempo,José José,7,7
carlydrainjepsn,Vamos a Darnos Tiempo (Letra Oficial),José José,8,7
carlydrainjepsn,El Triste,José José,9,6
carlydrainjepsn,Preso,José José,10,5
Shorty11857,Honey Water,Japanese Breakfast,1,2
Shorty11857,Month of May,Arcade Fire,2,1
Shorty11857,Tanaka's Amazing Commodities -Reload-,Atlus Sound Team,3,1
Shorty11857,Nobody's Empire,Belle and Sebastian,4,1
Shorty11857,The Boy Done Wrong Again,Belle and Sebastian,5,1
Shorty11857,Basketball Shoes,"Black Country, New Road",6,1
Shorty11857,23's A Baby,Blondshell,7,1
Shorty11857,Texico Bitches,Broken Social Scene,8,1
Shorty11857,Higher,Carly Rae Jepsen,9,1
Shorty11857,Weekend Love,Carly Rae Jepsen,10,1
aka1izzygrant,Bluebird,Lana Del Rey,1,15
aka1izzygrant,Time,Arca,2,8
aka1izzygrant,The Flood,Aurora,3,6
aka1izzygrant,Venice,Beirut,4,5
aka1izzygrant,20 (Peaceful demo),ihopeyoudontfindthis,5,5
aka1izzygrant,Mojo Pin,Jeff Buckley,6,5
aka1izzygrant,Let Down (Remastered),Radiohead,7,5
aka1izzygrant,Older,searows,8,5
aka1izzygrant,NÝ Batterí,Sigur Rós,9,5
aka1izzygrant,Love Me Off Earth,Sophie,10,5
ShapeShift420,DAVEY BOY SMITH,Westside Gunn,1,1
ShapeShift420,EGYPT,Westside Gunn,2,1
ShapeShift420,EINSTEIN KITCHEN,Westside Gunn,3,1
ShapeShift420,FISHSCALE FRIDAY,Westside Gunn,4,1
ShapeShift420,GORO,Westside Gunn,5,1
IdiotThey,dandelion,Ariana Grande,1,4
IdiotThey,Fresh Out the Slammer,Taylor Swift,2,4
IdiotThey,Florida!!! (feat. Florence + the Machine),Taylor Swift,3,3
IdiotThey,I Can Do It with a Broken Heart,Taylor Swift,4,3
IdiotThey,"break up with your girlfriend, i'm bored",Ariana Grande,5,2
IdiotThey,past life,Ariana Grande,6,2
IdiotThey,warm,Ariana Grande,7,2
IdiotThey,Beg for You (feat. Rina Sawayama),Charli XCX,8,2
IdiotThey,Lonely Dancers,Conan Gray,9,2
IdiotThey,i'll die anyway.,girl in red,10,2
Septimusmith,Bad Romance,Lady Gaga,1,5
Septimusmith,Disease,Lady Gaga,2,5
Septimusmith,Abracadabra,Lady Gaga,3,4
Septimusmith,Garden of Eden,Lady Gaga,4,4
Septimusmith,How Bad Do U Want Me,Lady Gaga,5,4
Septimusmith,LoveDrug,Lady Gaga,6,3
Septimusmith,Perfect Celebrity,Lady Gaga,7,3
Septimusmith,Vanish Into You,Lady Gaga,8,3
Septimusmith,Zombieboy,Lady Gaga,9,3
